Name|Name on Profile|Scholar ID|Document Count|Cited by|Cited by 5 years|h-index|h-index 5 years|i10-index|i10-index 5 years|Publications|Coauthors|Affiliation|Warning|PDF Links
Prof. Manish Kumar Thakur|Prof. Manish K Thakur|MYxL_ZkAAAAJ|44|423.0|261.0|9|8.0|8|7.0|Sign Language Recognition using Microsoft Kinect; Extractive text summarization using word vector embedding; Architectural space planning using genetic algorithms; A Performance analysis of objective video quality metrics for digital video watermarking; Architectural layout planning using genetic algorithms; Crime Prediction Based on Statistical Models; A cost effective Sign Language to voice emulation system; Feature selection using autoencoders; RVM-MR image brain tumour classification using novel statistical feature extractor; Genetic algorithm-and cuckoo search algorithm-based routing optimizations in network-on-chip; A Novel Approach for Hand Analysis Using Image Processing Techniques; Modified DBSCAN Using Particle Swarm Optimization for Spatial Hotspot Identification; Learning Based No Reference Algorithm for Dropped Frame Identification in Uncompressed Video; A Full Reference Algorithm for Dropped Frames Identification in Uncompressed Video Using Genetic Algorithm; Rapid surveillance of COVID-19 by timely detection of geographically robust, alive and emerging hotspots using Particle Swarm Optimizer; Circular and cylindrical hotspots detection for spatial and spatio-temporal data; TaxiScan: A scan statistics approach for detecting Taxi demand hotspots; A New Perspective to Stable Marriage Problem in Profit Maximization of Matrimonial Websites; Intelligent Mail Box; Tampered videos: detection and quality assessment|{'Dr. Vikash': 3, 'Dr. Sherry Garg': 1, 'Dr. Tribhuwan Kumar Tewari': 3}|Professor and Associate Head, Dept. of CSE/IT, Jaypee Institute of Information Technology|0.0|; ; ; ; ; ; ; ; ; https://www.researchgate.net/profile/Bansidhar-Joshi/publication/363677920_Genetic_Algorithm-_and_Cuckoo_Search_Algorithm-Based_Routing_Optimizations_in_Network-on-Chip/links/65717044946088588997b4d8/Genetic-Algorithm-and-Cuckoo-Search-Algorithm-Based-Routing-Optimizations-in-Network-on-Chip.pdf; ; ; ; https://www.researchgate.net/profile/Manish-Thakur-6/publication/256077377_153395015-PaperA-Full-Reference-Algorithm-for-Dropped-Frames-Identification-in-Uncompressed-Video-Using-Genetic-Algorithm/links/0deec52170e531a90a000000/153395015-PaperA-Full-Reference-Algorithm-for-Dropped-Frames-Identification-in-Uncompressed-Video-Using-Genetic-Algorithm.pdf; https://pmc.ncbi.nlm.nih.gov/articles/PMC9127146/pdf/main.pdf; ; ; https://s3.ap-northeast-2.amazonaws.com/journal-home/journal/jips/fullText/33/jips_587.pdf; ; 
Prof. Shikha Mehta|Prof. Shikha Mehta|nBy-KdgAAAAJ|73|948.0|675.0|17|13.0|28|16.0|['Resource provisioning and work flow scheduling in clouds using augmented Shuffled Frog Leaping Algorithm', 'Nature-inspired algorithms: state-of-art, problems and prospects', 'Concept drift in streaming data classification: algorithms, platforms and issues', 'A comparative study of ensemble learning methods for classification in bioinformatics', 'Empirical analysis of five nature-inspired algorithms on real parameter optimization problems', 'Social influence maximization using genetic algorithm with dynamic probabilities', 'Enhanced flower pollination algorithm on data clustering', 'Differential bond energy algorithm for optimal vertical fragmentation of distributed databases', 'Effective influence estimation in twitter using temporal, profile, structural and interaction characteristics', 'Cricket team prediction with hadoop: statistical modeling approach', 'Memetic collaborative filtering based recommender system', 'Ensemble learning approach for enhanced stock prediction', 'A Multi-Perspective Evaluation of ma and ga for collaborative Filtering Recommender System', 'A meta-heuristic density-based subspace clustering algorithm for high-dimensional data', 'Efficient computation offloading in mobile cloud computing with nature-inspired algorithms', 'Comparative analysis of nature inspired algorithms on data clustering', 'Context aware filtering using social behavior of frogs', 'Are Tweets The Real Estimators Of Election Results?', 'An intelligent approach for virtual chemistry laboratory', 'ABC_DE_FP: a novel hybrid algorithm for complex continuous optimisation problems', 'Approximate shortest distance computing using k-medoids clustering', 'Scheduling data intensive scientific workflows in cloud environment using nature inspired algorithms', 'Community detection using nature inspired algorithm', 'Trust aware social context filtering using Shuffled frog leaping algorithm', 'SEVO: bio-inspired analytical tool for uni-modal and multimodal optimization', 'Efficient computation offloading using grey wolf optimization algorithm', 'Subspace clustering of high dimensional data using differential evolution', 'Improved shuffled frog leaping algorithm for continuous optimisation adapted SEVO toolbox', 'Improvement of Task Offloading for Latency Sensitive Tasks in Fog Environment', 'Social behaviour based metrics to enhance collaborative filtering', 'Improved whale optimization variants for SLA-compliant placement of virtual machines in cloud data centers', 'GNPA: a hybrid model for social influence maximization in dynamic networks', 'Detection of diabetic retinopathy using ensemble learning techniques', 'Empirical evidence of heuristic and cost based query optimizations in relational databases', 'Evolution of contextual queries using shuffled frog leaping algorithm', 'Firefly algorithm for optimization of association rules', 'Document oriented nosql databases: An empirical study', 'Improved shuffled Frog leaping algorithm with unsupervised population partitioning strategies for complex optimization problems', 'Analyzing subspace clustering approaches for high dimensional data', 'Agglomerative clustering enhanced GA for optimal seed selection in online social networks', 'Hybrid nature-inspired algorithm for feature selection in alzheimer detection using brain MRI images', 'A new harris hawk whale optimization algorithm for enhancing neural networks', 'GA with k-Medoid Approach for Optimal Seed Selection to Maximize Social Influence', 'Recommending Optimal Tour for Groups Using Ant Colony Optimization', 'Memetic algorithm with constrained local search for large-scale global optimization', 'An evolutionary approach to intelligent planning', 'Understanding emotions: A poliemo datasetand multi-label classification in Indian elections', 'Automatic stance detection for twitter data', 'Bio-inspired approach to solve chemical equations', 'Online behavior balancing model for influence maximization in Twitter', 'Estimating the impact of coordinated inauthentic behavior on content recommendations in social networks', 'Multilingual short text analysis of twitter using random forest approach', 'Differential bond energy algorithm for optimal vertical fragmentation of distributed databases (Sept, 10.1016/J. JKSUCI. 2018.09. 020, 2018)', 'Nature-inspired Algorithms for Big Data Frameworks', 'A Soft Computing Approach for Targeted Product Promotion on Social Networks', 'Deep learning and transfer learning to understand emotions: a PoliEMO dataset and multi-label classification in Indian elections', 'Image Caption Generation Using Deep Learning', 'Optimal Feature Selection for Retweet Prediction in Indian Election', 'Optimization Algorithm Over Industrial Non-convex Constrained Optimization Problems', 'Enhanced SFLA with spectral clustering based co-evolution for 24 constrained industrial optimization problems', 'Policy Driven Epidemiological (PDE) Model', 'Performance Evaluation of Smart Flower Optimization Algorithm Over Industrial Non-convex Constrained Optimization Problems', 'Policy Driven Epidemiological (PDE) Model for Prediction of COVID-19 in India', 'String Matching Based Framework for Online Hindi Question Answering System', 'Efficient Bitcoin Mining Using Genetic Algorithm-Based Proof of Work', 'Improvement of Task Offloading for Latency Sensitive Tasks in Fog', 'Random Forest Algorithm for Enhanced Prediction of Drug Target Interactions', 'Phosphoric acid requirement for treatment of chemical clogging in drip irrigation system', 'An Efficient Approach for Populating Deep Web Repositories Using SFLA', 'Swarm and Evolutionary Computation', 'Development of logit software for analytical design of mode choice', 'Augmented histamine test in cases of chronic colitis and ankylostomiasis.', 'Foranyquerycontact']|{'Dr. Parmeet Kaur': 9, 'Dr. Parul Agarwal': 15, 'Dr. Sakshi Gupta': 6, 'Dr. Mukta Goyal': 1, 'Prof. Mukesh Saraswat': 1, 'Deepti': 1, 'Prof. Devpriya Soni': 1}|Professor, Jaypee Institute of Information technology|0.0|nan
Prof. Anuja Arora|Prof.(Dr.) Anuja Arora|Uz_ML8cAAAAJ|128|2949.0|2561.0|22|20.0|44|38.0|Measuring social media influencer index-insights from Facebook, Twitter and Instagram; Linguistic feature based learning model for fake news detection and classification; Deep learning convolutional neural network for apple leaves disease detection; Text and image based spam email classification using KNN, Naïve Bayes and Reverse DBSCAN algorithm; Anomaly detection using graph neural networks; A bug mining tool to identify and analyze security bugs using naive bayes and tf-idf; Cross domain recommendation using multidimensional tensor factorization; Modeling user preferences using neural networks and tensor factorization model; Web application testing: A review on techniques, tools and state of art; Fraud detection and frequent pattern matching in insurance claims using data mining techniques; Multivariate features based instagram post analysis to enrich user experience; Brand analysis framework for online marketing: ranking web pages and analyzing popularity of brands on social media; Topic modeling driven content based jobs recommendation engine for recruitment industry; Visualization, analysis and structural pattern infusion of DBLP co-authorship network using Gephi; Brain tumor segmentation of mri images using processed image driven u-net architecture; Business competitive analysis using promoted post detection on social media; View-count based modeling for YouTube videos and weighted criteria–based ranking; ECG arrhythmia classification using spearman rank correlation and support vector machine; Automatic text summarization for Hindi using real coded genetic algorithm; Influence indexing of developers, repositories, technologies and programming languages on social coding community github|{'Dr. Niyati Aggrawal': 12, 'Dr. Arti Jain': 10, 'Dr. Amanpreet Kaur': 2, 'Dr. Kirti Aggarwal': 13, 'Dr. Parmeet Kaur': 1, 'Dr Bhawna Saxena': 1, 'Dr. Suma Dawn': 3, 'Prof. Neetu Sardana': 1, 'Dr. Tribhuwan Kumar Tewari': 1, 'Dr. Indu Chawla': 2, 'Dr. Mukta Goyal': 2}|Professor, Dept of CSE and IT, Jaypee Institute of information technology|0.0|https://www.academia.edu/download/90609289/0049214-17032019223053.pdf; ; ; ; ; ; ; ; ; ; https://www.sciencedirect.com/science/article/pii/S1877050917325814/pdf?md5=6c151e45c5912796fc4ebcaad8ce1e04&pid=1-s2.0-S1877050917325814-main.pdf&_valck=1; ; https://www.sciencedirect.com/science/article/pii/S1877050917326960/pdf?md5=48c0ab4d32c17bbee6cdd827eec32de9&pid=1-s2.0-S1877050917326960-main.pdf&_valck=1; ; ; https://www.academia.edu/download/90609333/j.jretconser.2019.10194120220903-1-crjlwd.pdf; https://www.researchgate.net/profile/Anuja-Arora/publication/335928610_View-count_based_modeling_for_YouTube_videos_and_weighted_criteria-based_ranking/links/5dde8a464585159aa44e25df/View-count-based-modeling-for-YouTube-videos-and-weighted-criteria-based-ranking.pdf; ; ; 
Prof. Lokendra Kumar|Prof. Lokendra Kumar|z6mGkvAAAAAJ|41|1087.0|496.0|18|14.0|22|17.0|"['Finite element solution of mixed convection micropolar flow driven by a porous stretching sheet', ""MHD mixed convection nanofluid flow and heat transfer over an inclined cylinder due to velocity and thermal slip effects: Buongiorno's model"", 'Multiple solutions of MHD boundary layer flow and heat transfer behavior of nanofluids induced by a power-law stretching/shrinking permeable sheet with viscous dissipation', 'Numerical solution of free convection MHD micropolar fluid flow between two parallel porous vertical plates', 'Finite element analysis of combined heat and mass transfer in hydromagnetic micropolar flow along a stretching sheet', 'MHD slip flow and heat transfer of Al2O3-water nanofluid over a horizontal shrinking cylinder using Buongiorno’s model: Effect of nanolayer and nanoparticle diameter', 'Finite-element simulation of mixed convection flow of micropolar fluid over a shrinking sheet with thermal radiation', 'Lie group analysis for bioconvection MHD slip flow and heat transfer of nanofluid over an inclined sheet: Multiple solutions', 'Critical values in slip flow and heat transfer analysis of non-Newtonian nanofluid utilizing heat source/sink and variable magnetic field: Multiple solutions', 'Finite element modeling of a double-diffusive mixed convection flow of a chemically-reacting magneto-micropolar fluid with convective boundary condition', 'Finite-element analysis of transient heat and mass transfer in microstructural boundary layer flow from a porous stretching sheet', 'Radiative nanofluid flow and heat transfer over a non-linear permeable sheet with slip conditions and variable magnetic field: Dual solutions', 'Finite element analysis of MHD flow of micropolar fluid over a shrinking sheet with a convective surface boundary condition', 'Multiple solutions in MHD flow and heat transfer of Sisko fluid containing nanoparticles migration with a convective boundary condition: Critical points', 'Finite element study of radiative double-diffusive mixed convection magneto-micropolar flow in a porous medium with chemical reaction and convective condition', 'Finite element solution of unsteady mixed convection flow of micropolar fluid over a porous shrinking sheet', 'Mixed convection from a continuous surface in a parallel moving stream of a micropolar fluid', 'Finite element study of mixed convection micropolar flow in a vertical circular pipe with variable surface conditions', 'Finite element analysis of radiative mixed convection magneto‐micropolar flow in a Darcian porous medium with variable viscosity and convective surface condition', 'Cu–Al2O3/engine oil Williamson hybrid nanofluid flow over a stretching/shrinking Riga plate with viscous dissipation and radiation effect', 'Finite element simulation of nonlinear magneto-micropolar stagnation point flow from a porous stretching sheet with prescribed skin friction', 'Finite element solution of mixed convection micropolar fluid flow between two vertical plates with varying temperature', 'Finite element analysis of melting effects on MHD stagnation-point non-Newtonian flow and heat transfer from a stretching/shrinking sheet', 'Two phase boundary layer nanofluid flow and heat transfer analysis over a stretching sheet: a realistic approach', 'Flow of a viscous fluid through different porous structures embedded in porous medium', 'Finite Element Solution of MHD Flow of Micropolar  Fluid Towards a Stagnation Point on a Vertical  Stretching Sheet', 'Quasi linearization of mixed convection micropolar flow near stagnation point with suction', 'Study of effects of radiation and magnetic field on the mixed convection micropolar fluid flow towards a stagnation point on a heated vertical permeable plate using finite …', 'Finite element solution of mixed convection on a moving vertical cylinder with suction in a moving micropolar fluid medium', 'Dual solutions in MHD boundary layer nanofluid flow and heat transfer with heat source/sink considering viscous dissipation', 'A study of the effect of magnetic field on the rotation of a viscous fluid near a porous medium with a constant suction', 'MHD double diffusive mixed convective boundary layer flow of nanofluid past a linear stretching vertical plate', 'Numerical study of steady dissipative mixed convection optically-thick micropolar flow with thermal radiation effects', 'Effect of Uncertainties in Physical Properties on Mixed Convection Along a Rotating Vertical Slender Cylinder With Nanofluids', 'A STUDY OF THE EFFECT OF PERMEABILITY OF ROCKS IN TSUNAMI GENERATION AND PROPAGATION BY SEISMIC FAULTING USING LINEARIZED SHALLOW-WATER WAVE THEORY.', 'A STUDY OF THE EFFECT OF MAGNETIC FIELD ON THE ROTATION OF A HEATED IMPERVIOUS DISK IN A SECOND GRADE FLUID BOUNDED BY A POROUS MEDIUM', 'Finite difference solution of the mixed convection flow of MHD micropolar fluid past a moving surface with radiation effect', 'Numerical solution for the mixed convection flow of a micropolar fluid past a continuously moving plate', 'A Study of the Effect of Magnetic Field on the Transport of Cargos through Nuclear Pore Complex', 'NUMERICAL SOLUTION FOR THE EFFECT OF RADIATION ON THE MIXED CONVECTION FLOW OF MHD MICROPOLAR FLUID PAST A CONTINUOUSLY MOVING SURFACE', 'FINITE ELEMENT SOLUTION OF NATURAL CONVECTION BOUNDARY LAYER FLOW OF MHD THERMOMICROPOLAR FLUID OVER A VERTICAL PLATE']"|nan|Department of Mathematics, Jaypee Institute of Information Technology, Noida|0.0|nan
Prof. Bhagwati Prasad Chamola|BHAGWATI PRASAD CHAMOLA|Z9NZ3lwAAAAJ|123|720.0|267.0|11|7.0|14|7.0|['Some coincidence theorems and stability of iterative procedures', 'A pseudo projective curvature tensor on a Riemannian manifolds', 'Fractals via iterated functions and multifunctions', 'Fractals via Ishikawa Iteration', 'Some approximate fixed point theorems', 'Dynamics of iterative schemes for quadratic polynomial', 'Multi fuzzy fractal theorems in fuzzy metric spaces', 'A combined encryption compression scheme using chaotic maps', 'Quasi-contraction and approximate fixed point theorems', 'Generation of fractals via iterated function system of Kannan contractions in controlled metric space', 'A stability analysis of logistic model', 'On a type of semi symmetric non-metric connection on a Riemannian Manifold', 'ON A SEMI-SYMMETRIC NON-METRIC CONNECTION IN AN SP-SASAKIAN MANEOLD', 'Stability of a general iterative algorithm', 'A Method of Curve Fitting by Recurrent Fractal Interpolation', 'Common fixed point theorems for ψ-weakly commuting maps in fuzzy metric space', 'A semi-symmetric non-metric SP-connection in an SP-Sasakian manifold', 'Weak Stability Results for Jungck-Ishikawa Iteration', 'Convergence of some general iterative schemes', 'Generalized iterated function systems in multi-valued mapping', 'Stability of Jungck–Noor iteration in b-metric space', 'Modeling curves via fractal interpolation with VSFF', 'Simple comparison of convergence of general iterations and effect of variation in various parameters', 'Stability results of iterative procedure in normed space', 'Stability of Iteration for Some General Operators in b-Metric Spaces', 'Stability and fractal patterns of complex logistic map', 'A Hidden Variable Fractal Interpolation Surface Method', 'Fractals in G-metric spaces', 'Endpoints of multivalued contraction operators', 'Fractals for A-Iterated Function and Multifunction', 'Dynamics of Julia Sets for Complex Exponential Functions', 'A study on nearly recurrent generalized (k, μ)− space forms', 'The attractors of fuzzy super iterated function systems', 'On Semi-generalized Recurrent LP-Sasakian Manifold', 'Approximate fixed points and summable almost stability', 'Some generalized IFS in fuzzy metric spaces', 'Trigonometric quadratic fractal interpolation functions', 'Some fixed point results in ordered G-metric spaces', 'A Weak stability result for Jungck-Mann iteration', 'A convergence theorem for Jungck-Ishikawa iteration', 'A comparative study of logistic map through function iteration', 'Common Fixed point theorems with integral inequality', 'A Comparison of Different Size of Samplers for Collection of Enchytraeidae(Oligochaeta) in Tropical Soils.', 'Shape preserving trigonometric fractal interpolation', 'Some fixed point theorems in Gb-cone metric space', 'Mathematical Sciences and Its Applications: Uttar Pradesh, India, 8-10 December 2016', 'A Novel Variant of NR Method and its Convergence', 'Julia  sets for transcendental function,', 'A Stability Result in Generalized Metric Spaces', 'Modified Noor iterative scheme in Banach spaces', 'Hemifridericia varanensis, a new species of Enchytraeidae (Oligochaeta) from tropical soils of eastern Uttar Pradesh, India.', 'A novel encryption compression scheme using Julia sets', 'Visualizing data set using bivariate trigonometric functions', 'Quasi conhormonic curvature tensor on a Riemannian manifold', 'An application of IFS in encryption and compression', 'Some general minimax theorems in topological vector spaces,', 'Coincidences and fixed points of hybrid maps in symmetric spaces', 'QUARTER SYMMETRIC NON-METRIC CONNECTION ON A (k, µ)-CONTACT METRIC MANIFOLD', 'Quasi-Concircular Curvature Tensor on Generalized Sasakian Space-Forms', 'Emerging advancements in mathematical sciences', 'On an extended recurrent Riemannian manifold', 'Construction of RFIF using VVSFs with application', 'A Best proximity theorem for some general contractive pair of maps', 'Fixed Point Theorems for Hybrid Maps in Symmetric Spaces', 'The effect of posture on esophageal pH in endoscopy normal reflux disease (ENRD) cases', 'Exploring Rational Bezier Curves through Iterated Function Systems', 'Generation of Fractal Attractor for Controlled Metric Based Dynamical Systems', 'Approximating Common Fixed Points of Multi-Valued Generalized (α-β)-Nonexpansive Mappings in Banach Spaces', 'Some Convergence Results for CUIA Iterative Scheme in Partially Ordered Hyperbolic Metric Spaces', 'Generalized KKM Mapping Theorems', 'Generalized iterated function systems', 'Fixed points of some mixed iterated function systems', 'On some remarkable contributions of Bhaskaracharya,', 'Iterated function systems in Gb-metric space', 'Harmonic Extension on an LB-Fractal', 'STABILITY AND LYAPUNOV EXPONENTS', 'The graphics of some non quadratic rational maps', 'Modeling curves via fractal interpolation with VSFF', 'Complex Dynamics of BRD Sets', 'On a type of Kenmotsu manifolds', 'On a semi-symmetric non-metric p-connection in a Lorentzian Para-Sasakian manifold', 'Fractal Patterns of the Noor Iterates of Complex Logistic Map', 'An application of iterated function system in encryption', 'Fractal interpolation via Mann iteration', 'A new method for solving nonlinear equations', 'A Collage theorem for quasi-iterated function systems', 'Convergence of iterative schemes in spaces with two metrics', 'Approximate fixed points of some general contractions', 'Some improved fixed point iterations', 'A saddle point theorem for two person zero sum parametric game,', 'Kannan IFS in generalized spaces,', 'On a Pseudo Normal Generalized Quasi-Sasakian Manifold of the First kind', 'On semi-pseudo concircular symmetric manifolds', 'On a type of normal contact lorentzaian metric manifold', 'Self-similar flow in generalised Roche model in mangnetogasdynamic with radiative heat flux', 'A self-similar flow of self gravitating gas behind magnetogasdynamic shock wave with radiating heat flux', 'ON KENMOTSU MANIFOLD', 'Review Article', 'Similarity solution for a spherical radiation driven shock wave in an electrically conducting gas', 'CONFORMAL CURVATURE TENSOR ON KENMOTSU MANIFOLD', 'INDIAN JOURNAL OF MATHEMATICS Vol. 40, No. 3, 1998, 347-351', 'CERTAIN CURVATURE TENSORS IN A GENERALIZED CO-SYMPLECTIC MANIFOLD OF SECOND CLASS', 'HYPERSURFACES OF CERTAIN ALMOST GRAYAN MANIFOLDS', 'Application of magnetogasdynamic boundary shock wave to the calculation of the flight parameters of a large high-speed meteor', 'Hemifridericia varanensis a new species of Enchytraeidae (Oligochaeta) from tropical soils of eastern Uttar Pradesh, India [earthworm]', 'Foreign body in the gravid horn of a buffalo.', 'Pneumothorox of infectious origin in a calf [dairy cattle, India].', 'Pneumothorax of infectious origin in a calf [Escherichia coli].', 'An unusual neo-vesica in a bullock.', 'ON SUPER HYPER-GENERALIZED RECURRENT MANIFOLD', 'Lorentzian concircular structure manifolds ((𝑳𝑪𝑺) 𝒏− manifolds): a review', 'A STUDY OF STRUCTURES ON CONTACT METRIC MANIFOLDS', 'On nearly 𝑾𝟐− symmetric manifold', 'On semi-pseudo symmetric and semi-pseudo Ricci-symmetric lorentzian− Kenmotsu manifold', 'Quasi-conhormonic curvature tensor on a Lorentzian Para-Sasakian manifold', 'GENERALIZED RICCI RECURRENT SP-SASAKIAN MANIFOLD', 'Some properties of− cosymplectic manifolds', 'On nearly pseudo− 𝑾𝟖− recurrent and Ricci recurrent generalized Sasakian space forms', 'Preface: Advancements in Mathematics and its Emerging Areas', 'Preface: Emerging Trends in Mathematical Sciences and its Applications', 'Preface: 2nd International Conference on Recent Advances in Mathematical Sciences and its Applications (RAMSA-2017)', 'Preface: Recent Advances in Mathematical Sciences and its Applications (RAMSA-2016)', 'CLASSIFICATION OF DIABETIC AND NON DIABETIC RETINAL IMAGES USING GENERALIZED FRACTAL DIMENSION']|nan|Professor, Department of Mathematics, Jaypee Institute of Information Technology  Noida (India)|0.0|nan
Prof. Devpriya Soni|Dr. Devpriya Soni|D5lGxLYAAAAJ|36|656.0|583.0|14|13.0|14|13.0|['Smishing Detector: A security model to detect smishing through SMS content analysis and URL behavior analysis', 'Dsmishsms-a system to detect smishing sms', 'SARS-CoV-2 reinfection rate and estimated effectiveness of the inactivated whole virion vaccine BBV152 against reinfection among health care workers in New Delhi, India', 'SMS phishing and mitigation approaches', 'Detection of sarcasm in text data using deep convolutional neural networks', 'Placental and neonatal outcome in maternal malaria', 'Identification of sarcasm using word embeddings and hyperparameters tuning', 'Implementation of ‘smishing detector’: An efficient model for smishing detection using neural network', 'A content-based approach for detecting smishing in mobile environment', 'A framework for validation of object oriented design metrics', 'Sms phishing dataset for machine learning and pattern recognition', 'Identification of Sarcasm in Textual Data: A Comparative Study.', 'Improved UNet deep learning model for automatic detection of lung cancer nodules', 'Optimised prediction model for stock market trend analysis', 'Proposing new model for effort estimation of mobile application development', 'Cost estimation model for web applications using agile software development methodology', 'Study of arterial pattern of normal human placenta in reference to its shape.; weight and Hyrtl’s anastomosis', 'An integrated method for outlier detection with analytical study of distance based and angle based approaches', 'Observations on Object-Oriented Design Assessment and Evolving New Model', 'Cumulative-Sum Control Chart for Proportion under Inspection error', 'TEAM MEMBER SELECTION IN AGILE', 'A Methodology for Empirical Quality Assessment of Object-Oriented Design', 'Outliers in Data Mining: Approaches and Detection', 'A Comprehensive Overview on Data Mining: Approaches and Applications', 'Maintainability assessment of object-oriented design quality', 'An integrated framework for posture recognition', 'An efficient approach to book review mining using data classification', 'Evaluation of Understandability of Object-Oriented Design', 'Research Article Improved UNet Deep Learning Model for Automatic Detection of Lung Cancer Nodules', 'A Large Scale Study for Identification', 'Outlier Detection for Improving Data Robust by ODAD Clustering Technique', 'A Large Scale Study for Identification of Sarcasm in Textual Data', 'Task Allocation for Agile Teams on Fibonacci Scale', 'Prof. Bhagwati Prasad Chamola', 'Foranyquerycontact', 'Book review mining using hybrid approach for data classification']|{'Prof. Shikha Mehta': 1, 'Dr. Pulkit Mehndiratta': 5}|Professor of Computer Science and Engineering, Jaypee Institute of Information Technology|0.0|nan
